source,key/id,uk,es,fr,de,note
dict,Подвійний вдих-зітхання знімає напругу швидко,Подвійний вдих-зітхання знімає напругу швидко,El suspiro de doble inhalación alivia la tensión rápido,Le soupir à double inspiration soulage vite la tension,Der Doppel-Einatem-Seufzer löst Spannung schnell,
dict,Подвійний тап по екрану — завершити,Подвійний тап по екрану — завершити,Doble toque en la pantalla para terminar,Double tap sur l'écran pour terminer,Doppeltippen auf den Bildschirm zum Beenden,
dict,Подовжений видих заспокоює,Подовжений видих заспокоює,Un exhale prolongado calma,Une expiration allongée apaise,Ein verlängertes Ausatmen beruhigt,
dict,"Позив вдихнути дає CO₂, не нестача кисню","Позив вдихнути дає CO₂, не нестача кисню","El impulso de inhalar lo da el CO₂, no la falta de oxígeno","L'envie d'inspirer vient du CO₂, pas du manque d'oxygène","Der Atemdrang kommt vom CO₂, nicht vom Sauerstoffmangel",
dict,"Познач лише дні, коли вжив (зрив). Решта вважаються чистими.","Познач лише дні, коли вжив (зрив). Решта вважаються чистими.",Marca solo los días de recaída. El resto cuenta como limpio.,Marque seulement les jours de rechute. Le reste compte comme propre.,Markiere nur die Tage mit Rückfall. Der Rest gilt als sauber.,
dict,Позначити зрив,Позначити зрив,Marcar recaída,Marquer une rechute,Rückfall markieren,
dict,Показувати мій прогрес спільноті,Показувати мій прогрес спільноті,Mostrar mi progreso a la comunidad,Montrer ma progression à la communauté,Meinen Fortschritt der Gemeinschaft zeigen,
dict,Поки немає новин.,Поки немає новин.,Aún no hay novedades.,Pas encore d'actualités.,Noch keine Neuigkeiten.,
dict,Поки немає нотаток. Постав оцінку дня на головній.,Поки немає нотаток. Постав оцінку дня на головній.,Aún no hay notas. Valora tu día en la pantalla principal.,Pas encore de notes. Note ta journée sur l'écran d'accueil.,Noch keine Notizen. Bewerte deinen Tag auf dem Startbildschirm.,
dict,Поки немає оцінок. Постав оцінку дня на головній.,Поки немає оцінок. Постав оцінку дня на головній.,Aún no hay valoraciones. Valora un día en la pantalla principal.,Pas encore de notes. Note une journée sur l'écran d'accueil.,Noch keine Bewertungen. Bewerte einen Tag auf dem Startbildschirm.,
dict,"Поки нічого. Додай книгу, яку читаєш зараз.","Поки нічого. Додай книгу, яку читаєш зараз.",Nada aún. Añade un libro que estés leyendo ahora.,Rien pour l'instant. Ajoute un livre que tu lis en ce moment.,"Noch nichts. Füge ein Buch hinzu, das du gerade liest.",
dict,Поки ти єдиний учасник.,Поки ти єдиний учасник.,"Por ahora, no hay más participantes.","Pour l'instant, aucun autre participant.",Bisher bist du allein hier.,
dict,Поки що немає записів. Зроби першу практику — і я почну відстежувати твій прогрес!,Поки що немає записів. Зроби першу практику — і я почну відстежувати твій прогрес!,Aún no hay registros. Haz tu primera práctica y empezaré a seguir tu progreso.,Pas encore d'enregistrements. Fais ta première pratique et je commencerai à suivre ta progression.,"Noch keine Einträge. Mach deine erste Praktik — und ich beginne, deinen Fortschritt zu verfolgen!",
dict,Поки що немає збережених розмов. Почни нову — вона збережеться автоматично.,Поки що немає збережених розмов. Почни нову — вона збережеться автоматично.,Aún no hay conversaciones guardadas. Empieza una nueva — se guarda sola.,Pas encore de conversations enregistrées. Commences-en une — elle s'enregistre toute seule.,Noch keine gespeicherten Unterhaltungen. Beginne eine neue — sie speichert sich automatisch.,
dict,Покращує концентрацію,Покращує концентрацію,Mejora la concentración,Améliore la concentration,Verbessert die Konzentration,
dict,Покращує кровообіг,Покращує кровообіг,Mejora la circulación,Améliore la circulation,Verbessert die Durchblutung,
dict,Покращує усвідомлення тіла,Покращує усвідомлення тіла,Mejora la conciencia corporal,Améliore la conscience du corps,Verbessert das Körperbewusstsein,
dict,Покращує фокус і настрій,Покращує фокус і настрій,Mejora el foco y el ánimo,Améliore le focus et l'humeur,Verbessert Fokus und Stimmung,
dict,Покращує і засинання ввечері,Покращує і засинання ввечері,También mejora el sueño por la noche,Améliore aussi l'endormissement le soir,Verbessert auch das Einschlafen am Abend,
dict,Помилка,Помилка,Error,Erreur,Fehler,
dict,Помилка зʼєднання.,Помилка зʼєднання.,Error de conexión.,Erreur de connexion.,Verbindungsfehler.,
dict,Попередні дані,Попередні дані,Datos preliminares,Données préliminaires,Vorläufige Daten,
dict,Попередні дослідження є; сприйняття індивідуальне. Краще в навушниках.,Попередні дослідження є; сприйняття індивідуальне. Краще в навушниках.,Hay estudios preliminares; la percepción es individual. Mejor con auriculares.,Des études préliminaires existent ; la perception est individuelle. Mieux au casque.,Vorläufige Studien existieren; die Wahrnehmung ist individuell. Besser mit Kopfhörern.,
dict,Порожньо,Порожньо,Vacío,Vide,Leer,
dict,Порівнюй із власним базовим рівнем,Порівнюй із власним базовим рівнем,Compara con tu propio nivel base,Compare à ton propre niveau de référence,Vergleiche mit deinem eigenen Ausgangswert,
dict,Послухати частоти,Послухати частоти,Escuchar frecuencias,Écouter les fréquences,Frequenzen hören,
dict,Постав оцінку сьогоднішнього дня,Постав оцінку сьогоднішнього дня,Valora el día de hoy,Note la journée d'aujourd'hui,Bewerte den heutigen Tag,
dict,Постав першу ціль,Постав першу ціль,Fija tu primer objetivo,Fixe ton premier objectif,Setze dein erstes Ziel,
dict,Постав ціль ›,Постав ціль ›,Fija un objetivo ›,Fixe un objectif ›,Ziel setzen ›,
dict,Постава,Постава,Postura,Posture,Haltung,
dict,Постійні сповіщення працюють навпаки: вони дроблять увагу й підсилюють відчуття втоми.,Постійні сповіщення працюють навпаки: вони дроблять увагу й підсилюють відчуття втоми.,Las notificaciones constantes hacen lo contrario: fragmentan la atención y aumentan la sensación de cansancio.,Les notifications constantes font l'inverse : elles fragmentent l'attention et amplifient la fatigue.,Ständige Benachrichtigungen wirken umgekehrt: Sie zersplittern die Aufmerksamkeit und verstärken das Müdigkeitsgefühl.,
